1,1964.3,0
2,2206.8,0
3,2081.7,0
4,2077.3,0
5,2221.2,0
6,2095.2,0
7,2074.7,0
8,2148.2,0
9,2160.9,0
10,2038.5,0
11,1997.4,0
12,2023.3,0
13,2041.8,0
14,2161,0
15,2056.9,0
16,1997.3,0
17,1959.8,0
18,2262,0
19,2317.2,0
20,2003.2,0
21,2215.1,0
22,1962.7,0
23,2082.5,0
24,2052.3,0
25,1986.2,0
26,1989.6,0
27,2082.3,0
28,2066.2,0
29,1930,0
30,1912.7,0
31,1921.7,0
32,1912.2,0
33,1980.1,0
34,2014.8,0
35,1857.3,0
36,2068.7,0
37,1889.9,0
38,1954.7,0
39,1820.3,0
40,1777.5,0
41,2084.4,0
42,1989.8,0
43,2009.4,0
44,1991.6,0
45,1790.6,0
46,2072.3,0
47,1928.2,0
48,1974.2,0
49,2020.1,0
50,1992,0
51,1919.9,0
52,1924.2,0
