1,968.38,0
2,1060,0
3,995.88,0
4,1012.3,0
5,1046.6,0
6,1044.5,0
7,1005.3,0
8,1036.9,0
9,1075.5,0
10,982.41,0
11,926.56,0
12,985.32,0
13,995.19,0
14,1061.7,0
15,1007.4,0
16,974.95,0
17,958.79,0
18,1039.2,0
19,1113.2,0
20,994.31,0
21,1025.7,0
22,945.01,0
23,996.19,0
24,1002.1,0
25,950.8,0
26,950.08,0
27,996.37,0
28,1008.7,0
29,925.88,0
30,941.58,0
31,901.22,0
32,918.76,0
33,965.24,0
34,971.22,0
35,906.36,0
36,1003.6,0
37,936.4,0
38,963.56,0
39,873.05,0
40,866,0
41,1008.4,0
42,955.22,0
43,968.13,0
44,992.18,0
45,868.77,0
46,1004,0
47,930.36,0
48,947.45,0
49,947.24,0
50,926.17,0
51,936.32,0
52,940.39,0
