1,-0.0010182,0
2,-0.00090628,0
3,-0.00096077,0
4,-0.00096281,0
5,-0.00090039,0
6,-0.00095458,0
7,-0.00096398,0
8,-0.00093102,0
9,-0.00092555,0
10,-0.00098112,0
11,-0.0010013,0
12,-0.00098849,0
13,-0.00097954,0
14,-0.0009255,0
15,-0.00097234,0
16,-0.0010014,0
17,-0.0010205,0
18,-0.00088416,0
19,-0.00086312,0
20,-0.0009984,0
21,-0.0009029,0
22,-0.001019,0
23,-0.00096037,0
24,-0.00097453,0
25,-0.001007,0
26,-0.0010052,0
27,-0.00096048,0
28,-0.00096794,0
29,-0.0010363,0
30,-0.0010456,0
31,-0.0010407,0
32,-0.0010459,0
33,-0.00101,0
34,-0.00099267,0
35,-0.0010768,0
36,-0.00096681,0
37,-0.0010583,0
38,-0.0010232,0
39,-0.0010987,0
40,-0.0011252,0
41,-0.00095953,0
42,-0.0010051,0
43,-0.00099531,0
44,-0.0010042,0
45,-0.001117,0
46,-0.00096509,0
47,-0.0010372,0
48,-0.001013,0
49,-0.00099005,0
50,-0.001004,0
51,-0.0010417,0
52,-0.0010394,0
